Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2114121,0000018F,false,Rx,0,8,FA,FF,00,00,00,00,00,00,
2115120,00000260,false,Rx,0,8,04,03,1A,00,00,AB,69,00,
2116119,000002A0,false,Rx,0,8,00,00,04,00,78,05,0D,01,
2117119,00000329,false,Rx,0,8,0C,7D,80,0E,11,33,00,14,
2118121,00000545,false,Rx,0,8,EC,00,00,12,00,00,00,00,
2118733,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2121109,00000316,false,Rx,0,8,05,04,00,00,04,2F,00,80,
2122120,000000A0,false,Rx,0,8,00,55,00,00,00,FF,01,00,
2123120,000000A1,false,Rx,0,8,80,80,00,00,EC,00,00,00,
2124122,0000018F,false,Rx,0,8,FA,FF,00,00,00,00,00,00,
2125126,00000260,false,Rx,0,8,04,03,1A,00,00,AB,69,00,
2125742,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2125973,000001F0,false,Rx,0,8,01,40,00,00,00,00,00,00,
2126225,000001F1,false,Rx,0,8,0F,00,00,00,00,00,00,00,
2126464,000002A0,false,Rx,0,8,00,00,04,00,78,05,0D,01,
2127070,00000329,false,Rx,0,8,0C,7D,80,0E,11,33,00,14,
2128118,00000545,false,Rx,0,8,EC,00,00,12,00,00,00,00,
2131113,00000316,false,Rx,0,8,05,04,00,00,04,2F,00,80,
2132122,000000A0,false,Rx,0,8,00,55,00,00,00,FF,01,00,
2132745,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2133098,000000A1,false,Rx,0,8,80,80,00,00,EC,00,00,00,
2134104,0000018F,false,Rx,0,8,FA,FF,00,00,00,00,00,00,
2135122,00000260,false,Rx,0,8,04,03,1A,00,00,AB,69,00,
2136114,000002A0,false,Rx,0,8,00,00,04,00,78,05,0D,01,
2137114,00000329,false,Rx,0,8,0C,7D,80,0E,11,33,00,14,
2138103,00000545,false,Rx,0,8,EC,00,00,12,00,00,00,00,
2139721,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2141101,00000316,false,Rx,0,8,05,04,00,00,04,2F,00,80,
2142107,000000A0,false,Rx,0,8,00,55,00,00,00,FF,01,00,
2143105,000000A1,false,Rx,0,8,80,80,00,00,EC,00,00,00,
2143441,000005F0,false,Rx,0,2,01,00,00,00,00,00,00,00,
2144097,0000018F,false,Rx,0,8,FA,FF,00,00,00,00,00,00,
2145111,00000260,false,Rx,0,8,04,03,1A,00,00,AB,69,00,
2146076,000002A0,false,Rx,0,8,00,00,04,00,78,05,0D,01,
2146716,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2146970,000001F0,false,Rx,0,8,01,40,00,00,00,00,00,00,
2147198,000001F1,false,Rx,0,8,0F,00,00,00,00,00,00,00,
2147439,00000329,false,Rx,0,8,0C,7D,80,0E,11,33,00,14,
2148099,00000545,false,Rx,0,8,EC,00,00,12,00,00,00,00,
2151088,00000316,false,Rx,0,8,05,04,00,00,04,2F,00,80,
2152098,000000A0,false,Rx,0,8,00,55,00,00,00,FF,01,00,
2153102,000000A1,false,Rx,0,8,80,80,00,00,EC,00,00,00,
2153716,00000153,false,Rx,0,8,00,00,00,FF,00,FF,00,00,
2154114,0000018F,false,Rx,0,8,FA,FF,00,00,00,00,00,00,
2155222,00000260,false,Rx,0,8,04,03,1A,00,00,AB,69,00,
2156110,000002A0,false,Rx,0,8,00,00,04,00,78,05,0D,01,
2157101,00000329,false,Rx,0,8,4F,7D,80,0E,11,33,00,14,
