$STARTTIME=45628.8611853472
Start time: 02/12/2024 20:40:06.414

C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.csv

    Generated by PEAK-Converter Version 3.0.3.557
    Data imported from C:\Users\norman\Documents\Business\AlphaX\CAN stuff\kona\turnonlog.trc

-------------------------------------------------------------------------------
   Glossary:
     Rx: The frame was received
     Tx: The frame was transmitted
     DT: CAN or J1939 data frame
     FD: CAN FD data frame
     FB: CAN FD data frame with BRS bit set (Bit Rate Switch)
     FE: CAN FD data frame with ESI bit set (Error State Indicator)
     BI: CAN FD data frame with both BRS and ESI bits set
     RR: Remote Request Frame
     ST: Hardware Status change
     ER: Error Frame
     EV: Event. User-defined text, begins directly after 2-digit type indicator
     Reserved column: Destination address of a J1939 message, if any
-------------------------------------------------------------------------------

Number Time (ms) Bus Direction Type ID (hex) Reserved Length D0 D1 D2 D3 D4 D5 D6 D7 D... 
17467 9295.100 1 Rx DT 0130 - 8 93 7F 57 80 00 00 0E B5
17468 9295.300 1 Rx DT 0140 - 8 4E 81 00 65 20 00 0D 8F
17469 9295.500 1 Rx DT 0162 - 3 EC 45 0E
17470 9297.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
17471 9297.900 1 Rx DT 0164 - 4 00 08 14 1C
17472 9298.100 1 Rx DT 0220 - 8 F7 03 80 6C 02 C9 8F C9
17473 9298.300 1 Rx DT 0251 - 8 E3 03 57 9D 00 EA F7 7F
17474 9298.500 1 Rx DT 02B0 - 5 48 FF 00 07 C7
17475 9301.100 1 Rx DT 0260 - 8 02 0C 05 30 00 80 59 13
17476 9301.400 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17477 9303.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17478 9303.800 1 Rx DT 0366 - 7 00 F2 0D 00 00 00 00
17479 9304.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17480 9304.300 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17481 9304.500 1 Rx DT 0410 - 8 90 12 60 00 80 03 00 00
17482 9304.800 1 Rx DT 0386 - 8 00 C0 00 40 00 40 00 80
17483 9305.100 1 Rx DT 0130 - 8 96 7F 70 80 00 00 0F 56
17484 9305.300 1 Rx DT 0140 - 8 58 81 00 64 20 00 0E 5F
17485 9305.500 1 Rx DT 0436 - 4 00 00 00 00
17486 9305.700 1 Rx DT 0162 - 3 EC 45 0E
17487 9305.900 1 Rx DT 0453 - 5 00 80 80 00 00
17488 9306.100 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 24
17489 9306.400 1 Rx DT 0387 - 8 02 14 00 00 00 1C 06 00
17490 9306.700 1 Rx DT 050E - 8 00 00 00 00 00 00 00 00
17491 9306.900 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
17492 9307.200 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
17493 9307.500 1 Rx DT 0553 - 8 00 01 91 06 01 00 80 00
17494 9307.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
17495 9307.800 1 Rx DT 0164 - 4 00 08 16 1E
17496 9308.100 1 Rx DT 0220 - 8 F7 03 80 6C 02 C9 8F D9
17497 9308.300 1 Rx DT 0251 - 8 E3 03 58 9E 00 EA F7 7F
17498 9308.500 1 Rx DT 02B0 - 5 48 FF 00 07 38
17499 9308.700 1 Rx DT 0381 - 8 80 50 3F 00 00 AC BC 01
17500 9309.000 1 Rx DT 0559 - 8 00 00 00 00 00 40 00 00
17501 9309.200 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
17502 9309.500 1 Rx DT 0572 - 8 00 00 00 00 00 00 00 00
17503 9311.600 1 Rx DT 0260 - 8 02 0C 05 30 00 80 5B 20
17504 9311.800 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17505 9312.400 1 Rx DT 04F1 - 4 00 00 62 01
17506 9312.700 1 Rx DT 052A - 8 00 02 00 80 04 00 00 00
17507 9313.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17508 9313.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17509 9313.800 1 Rx DT 0366 - 7 00 EA 0D 00 00 00 00
17510 9314.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17511 9314.400 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17512 9315.100 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
17513 9315.300 1 Rx DT 0130 - 8 95 7F 70 80 00 00 00 0A
17514 9315.600 1 Rx DT 0140 - 8 5E 81 00 65 20 00 0F 0C
17515 9315.700 1 Rx DT 0162 - 3 EC 3D 0E
17516 9317.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
17517 9317.900 1 Rx DT 0164 - 4 00 08 18 10
17518 9318.100 1 Rx DT 0220 - 8 F7 03 80 6C 02 CB 8F EB
17519 9318.300 1 Rx DT 0251 - 8 E3 03 59 9F 00 EA F7 7F
17520 9318.500 1 Rx DT 02B0 - 5 4A FF 00 07 09
17521 9321.200 1 Rx DT 0260 - 8 02 0C 05 30 00 80 5B 3F
17522 9321.500 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17523 9323.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17524 9323.800 1 Rx DT 0366 - 7 00 F0 0D 00 00 00 00
17525 9324.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17526 9324.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17527 9324.500 1 Rx DT 0453 - 5 00 80 80 00 00
17528 9324.800 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 28
17529 9325.100 1 Rx DT 0130 - 8 94 7F 57 80 00 00 01 80
17530 9325.300 1 Rx DT 0140 - 8 59 81 00 65 20 00 00 39
17531 9325.500 1 Rx DT 0162 - 3 EC 45 0E
17532 9325.900 1 Rx DT 0386 - 8 00 00 00 80 00 40 00 80
17533 9326.200 1 Rx DT 0387 - 8 02 14 00 00 00 1D 07 00
17534 9327.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
17535 9327.800 1 Rx DT 0164 - 4 00 08 1A 12
17536 9328.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CA 8F F4
17537 9328.300 1 Rx DT 0251 - 8 E3 03 5A A0 00 EA F7 7F
17538 9328.500 1 Rx DT 02B0 - 5 49 FF 00 07 0A
17539 9328.700 1 Rx DT 0381 - 8 80 50 3F 00 00 AD BD 01
17540 9331.100 1 Rx DT 0260 - 8 02 0C 05 30 00 80 5B 02
17541 9331.400 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17542 9332.500 1 Rx DT 04F1 - 4 20 00 62 11
17543 9332.700 1 Rx DT 05B0 - 4 41 48 09 00
17544 9333.100 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 08
17545 9333.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17546 9333.700 1 Rx DT 0366 - 7 00 F0 0D 00 00 00 00
17547 9334.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17548 9334.300 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17549 9335.100 1 Rx DT 0130 - 8 9B 7F 66 80 00 00 02 BE
17550 9335.300 1 Rx DT 0140 - 8 5A 81 00 65 20 00 01 C3
17551 9335.500 1 Rx DT 0162 - 3 EC 45 0E
17552 9336.500 1 Rx DT 0586 - 3 00 00 00
17553 9337.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF B0 5E
17554 9337.900 1 Rx DT 0164 - 4 00 08 1C 14
17555 9338.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CA 8F 04
17556 9338.300 1 Rx DT 0251 - 8 E3 03 5B A1 00 EA F7 7F
17557 9338.500 1 Rx DT 02B0 - 5 48 FF 00 07 0B
17558 9342.100 1 Rx DT 0260 - 8 02 0B 05 30 00 80 57 16
17559 9342.300 1 Rx DT 0329 - 8 0F 81 7E 8C 12 2A 00 10
17560 9342.700 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 38
17561 9343.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17562 9343.800 1 Rx DT 0366 - 7 00 F0 0D 00 00 00 00
17563 9344.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17564 9344.300 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17565 9344.500 1 Rx DT 0453 - 5 00 80 80 00 00
17566 9344.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 6C
17567 9345.100 1 Rx DT 0130 - 8 9F 7F 74 80 00 00 03 F0
17568 9345.300 1 Rx DT 0140 - 8 5E 81 00 64 20 00 02 10
17569 9345.500 1 Rx DT 0162 - 3 EC 45 0E
17570 9345.900 1 Rx DT 0386 - 8 00 40 00 80 00 40 00 80
17571 9346.200 1 Rx DT 0387 - 8 02 14 00 00 00 1E 08 00
17572 9347.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF C0 6E
17573 9347.900 1 Rx DT 0164 - 4 00 08 00 08
17574 9348.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CD 8F 19
17575 9348.300 1 Rx DT 0251 - 8 E3 03 5C 92 00 EA E7 7F
17576 9348.500 1 Rx DT 02B0 - 5 48 FF 00 07 7C
17577 9348.800 1 Rx DT 0381 - 8 80 50 3F 00 00 AE BE 01
17578 9351.100 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 24
17579 9351.400 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17580 9352.600 1 Rx DT 04F1 - 4 20 00 62 21
17581 9353.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17582 9353.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17583 9354.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17584 9354.300 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17585 9354.600 1 Rx DT 0436 - 4 00 00 00 00
17586 9355.100 1 Rx DT 0130 - 8 9E 7F 5B 80 00 00 04 43
17587 9355.400 1 Rx DT 0140 - 8 61 81 00 65 20 00 03 1A
17588 9355.500 1 Rx DT 0162 - 3 EC 61 0E
17589 9357.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF D0 7E
17590 9357.900 1 Rx DT 0164 - 4 00 08 02 0A
17591 9358.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CF 8F 2B
17592 9358.400 1 Rx DT 0251 - 8 E3 03 5D A3 00 EA F7 7F
17593 9358.500 1 Rx DT 02B0 - 5 49 FF 00 07 7D
17594 9360.300 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17595 9361.500 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 33
17596 9363.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17597 9363.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17598 9363.800 1 Rx DT 0366 - 7 00 10 0E 00 00 00 00
17599 9364.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17600 9364.400 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17601 9364.500 1 Rx DT 0453 - 5 00 80 80 00 00
17602 9364.800 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 70
17603 9365.100 1 Rx DT 0130 - 8 97 7F 5C 80 00 00 05 DA
17604 9365.300 1 Rx DT 0140 - 8 5F 81 00 65 20 00 04 9E
17605 9365.600 1 Rx DT 0386 - 8 00 80 00 80 00 40 00 80
17606 9365.800 1 Rx DT 0162 - 3 EC 65 0E
17607 9366.200 1 Rx DT 0387 - 8 02 14 00 00 00 1F 09 00
17608 9367.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF E0 8E
17609 9367.900 1 Rx DT 0164 - 4 00 08 04 0C
17610 9368.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CF 8F 3B
17611 9368.300 1 Rx DT 0251 - 8 E3 03 5E A4 00 EA F7 7F
17612 9368.500 1 Rx DT 02B0 - 5 48 FF 00 07 5E
17613 9368.800 1 Rx DT 0381 - 8 80 50 3F 00 00 AF BF 01
17614 9371.600 1 Rx DT 0260 - 8 02 0B 06 30 00 80 57 06
17615 9371.900 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17616 9372.600 1 Rx DT 04F1 - 4 00 00 62 31
17617 9373.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17618 9373.700 1 Rx DT 0366 - 7 00 10 0E 00 00 00 00
17619 9374.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17620 9374.200 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17621 9375.100 1 Rx DT 0130 - 8 A6 7F 78 80 00 00 06 02
17622 9375.300 1 Rx DT 0140 - 8 58 81 00 64 20 00 05 90
17623 9375.500 1 Rx DT 0162 - 3 EC 65 0E
17624 9377.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 00 AE
17625 9377.800 1 Rx DT 0164 - 4 00 08 06 0E
17626 9378.100 1 Rx DT 0220 - 8 F7 03 80 68 02 CB 8F 47
17627 9378.300 1 Rx DT 0251 - 8 E3 03 5F A5 00 EA F7 7F
17628 9378.500 1 Rx DT 02B0 - 5 49 FF 00 07 5F
17629 9381.100 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 18
17630 9381.300 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17631 9383.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17632 9383.800 1 Rx DT 0366 - 7 00 10 0E 00 00 00 00
17633 9384.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17634 9384.300 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17635 9384.500 1 Rx DT 0453 - 5 00 80 80 00 00
17636 9384.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 74
17637 9384.900 1 Rx DT 0500 - 1 31
17638 9385.100 1 Rx DT 0130 - 8 A3 7F 66 80 00 00 07 D3
17639 9385.400 1 Rx DT 0140 - 8 50 81 00 65 20 00 06 F8
17640 9385.600 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 CC
17641 9385.800 1 Rx DT 0162 - 3 EC 65 0E
17642 9386.200 1 Rx DT 0386 - 8 00 C0 00 80 00 40 00 80
17643 9386.400 1 Rx DT 0387 - 8 02 14 00 00 00 20 0A 00
17644 9387.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 10 BE
17645 9387.900 1 Rx DT 0164 - 4 00 08 08 00
17646 9388.100 1 Rx DT 0220 - 8 F7 03 80 64 02 D3 8F 5B
17647 9388.300 1 Rx DT 0251 - 8 E3 03 60 A6 00 EA F7 7F
17648 9388.500 1 Rx DT 02B0 - 5 48 FF 00 07 B0
17649 9388.800 1 Rx DT 0381 - 8 80 50 3F 00 00 B0 C0 01
17650 9388.900 1 Rx DT 0507 - 4 00 00 00 00
17651 9391.200 1 Rx DT 0260 - 8 02 0B 05 30 00 81 55 26
17652 9391.500 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17653 9392.700 1 Rx DT 04F1 - 4 20 00 62 41
17654 9393.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17655 9393.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17656 9394.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17657 9394.400 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17658 9395.100 1 Rx DT 0130 - 8 9E 7F 5B 80 00 00 08 DF
17659 9395.300 1 Rx DT 0140 - 8 4C 81 00 65 20 00 07 E7
17660 9395.500 1 Rx DT 0162 - 3 EC 61 0E
17661 9397.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 20 CE
17662 9397.900 1 Rx DT 0164 - 4 00 08 0A 02
17663 9398.100 1 Rx DT 0220 - 8 F7 03 80 64 02 D1 8F 69
17664 9398.300 1 Rx DT 0251 - 8 E2 03 61 96 00 EA E7 7F
17665 9398.500 1 Rx DT 02B0 - 5 49 FF 00 07 B1
17666 9401.200 1 Rx DT 0260 - 8 02 0B 05 30 00 81 55 35
17667 9401.500 1 Rx DT 0329 - 8 4B 81 7E 8C 12 2A 00 10
17668 9401.700 1 Rx DT 0593 - 6 00 00 FF FF FF FF
17669 9403.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17670 9403.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17671 9404.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17672 9404.300 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17673 9404.500 1 Rx DT 0436 - 4 00 00 00 00
17674 9404.700 1 Rx DT 0453 - 5 00 80 80 00 00
17675 9405.000 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 78
17676 9405.200 1 Rx DT 0130 - 8 95 7F 75 80 00 00 09 20
17677 9405.500 1 Rx DT 0140 - 8 4B 81 00 65 20 00 08 D2
17678 9405.700 1 Rx DT 0520 - 8 00 00 00 00 00 00 00 00
17679 9405.800 1 Rx DT 0162 - 3 EC 61 0E
17680 9406.200 1 Rx DT 0386 - 8 00 00 00 C0 00 40 00 80
17681 9406.500 1 Rx DT 0387 - 8 02 14 00 00 00 21 0B 00
17682 9406.700 1 Rx DT 0541 - 8 03 41 01 80 C0 01 00 1C
17683 9407.000 1 Rx DT 0568 - 8 00 00 00 00 00 00 40 00
17684 9407.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 30 DE
17685 9407.800 1 Rx DT 0164 - 4 00 08 0C 04
17686 9408.100 1 Rx DT 0220 - 8 F7 03 80 64 02 CF 8F 77
17687 9408.300 1 Rx DT 0251 - 8 E3 03 62 A8 00 EA F7 7F
17688 9408.500 1 Rx DT 02B0 - 5 49 FF 00 07 82
17689 9408.700 1 Rx DT 0381 - 8 80 50 3F 00 00 B1 C1 01
17690 9411.400 1 Rx DT 0260 - 8 02 0B 05 30 00 81 57 06
17691 9411.900 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17692 9412.800 1 Rx DT 04F1 - 4 00 00 62 51
17693 9413.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17694 9413.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17695 9413.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17696 9414.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17697 9414.300 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17698 9415.100 1 Rx DT 0495 - 8 00 00 05 1A 80 05 00 00
17699 9415.300 1 Rx DT 0130 - 8 93 7F 71 80 00 00 0A 61
17700 9415.600 1 Rx DT 0140 - 8 3E 81 00 65 20 00 09 F3
17701 9415.700 1 Rx DT 0162 - 3 EC 5D 0E
17702 9417.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 40 EE
17703 9417.900 1 Rx DT 0164 - 4 00 08 0E 06
17704 9418.100 1 Rx DT 0220 - 8 F7 03 80 64 02 CA 8F 80
17705 9418.300 1 Rx DT 0251 - 8 E2 03 63 A8 00 EA F7 7F
17706 9418.500 1 Rx DT 02B0 - 5 49 FF 00 07 93
17707 9421.100 1 Rx DT 0260 - 8 02 0B 05 30 00 81 57 15
17708 9421.400 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17709 9423.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17710 9423.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17711 9424.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17712 9424.400 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17713 9424.600 1 Rx DT 0453 - 5 00 80 80 00 00
17714 9424.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 BC
17715 9425.100 1 Rx DT 0130 - 8 9A 7F 55 80 00 00 0B 87
17716 9425.300 1 Rx DT 0140 - 8 36 81 00 64 20 00 0A 9B
17717 9425.500 1 Rx DT 0162 - 3 EC 61 0E
17718 9425.900 1 Rx DT 0386 - 8 00 40 00 C0 00 40 00 80
17719 9426.200 1 Rx DT 0387 - 8 02 14 00 00 00 22 0C 00
17720 9427.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 50 FE
17721 9427.900 1 Rx DT 0164 - 4 00 08 10 18
17722 9428.100 1 Rx DT 0220 - 8 F7 03 80 64 02 C9 8F 91
17723 9428.300 1 Rx DT 0251 - 8 E2 03 64 A8 00 E9 F7 7F
17724 9428.500 1 Rx DT 02B0 - 5 49 FF 00 07 E4
17725 9428.800 1 Rx DT 0381 - 8 80 48 3F 00 00 B2 BA 01
17726 9431.100 1 Rx DT 0260 - 8 02 0B 05 30 00 81 57 24
17727 9431.600 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17728 9432.800 1 Rx DT 04F1 - 4 00 00 62 61
17729 9433.100 1 Rx DT 0492 - 8 40 FE 8F 2E 00 00 00 80
17730 9433.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17731 9433.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17732 9434.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17733 9434.400 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17734 9435.100 1 Rx DT 0130 - 8 97 7F 64 80 00 00 0C 77
17735 9435.400 1 Rx DT 0140 - 8 44 81 00 65 20 00 0B A9
17736 9435.500 1 Rx DT 0162 - 3 EC 61 0E
17737 9437.100 1 Rx DT 0586 - 3 00 00 00
17738 9437.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 60 0E
17739 9437.900 1 Rx DT 0164 - 4 00 08 12 1A
17740 9438.100 1 Rx DT 0220 - 8 F7 03 80 60 02 CD 8F A1
17741 9438.400 1 Rx DT 0251 - 8 E2 03 65 A9 00 E9 F7 7F
17742 9438.500 1 Rx DT 02B0 - 5 49 FF 00 07 F5
17743 9442.200 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 36
17744 9442.500 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17745 9442.900 1 Rx DT 050C - 8 10 48 00 E8 08 10 00 48
17746 9443.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17747 9443.900 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17748 9444.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17749 9444.400 1 Rx DT 0368 - 8 00 00 00 00 00 00 00 60
17750 9444.600 1 Rx DT 0453 - 5 00 80 80 00 00
17751 9444.800 1 Rx DT 0470 - 8 00 00 04 00 00 00 00 00
17752 9445.100 1 Rx DT 0130 - 8 9A 7F 70 80 00 00 0D D7
17753 9445.300 1 Rx DT 0140 - 8 47 81 00 65 20 00 0C 1D
17754 9445.500 1 Rx DT 0162 - 3 EC 61 0E
17755 9445.900 1 Rx DT 0386 - 8 00 80 00 C0 00 40 00 80
17756 9446.200 1 Rx DT 0387 - 8 02 14 00 00 00 23 0D 00
17757 9447.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 70 1E
17758 9447.900 1 Rx DT 0164 - 4 00 08 14 1C
17759 9448.100 1 Rx DT 0220 - 8 F7 03 80 60 02 CB 8F BF
17760 9448.300 1 Rx DT 0251 - 8 E2 03 66 AA 00 E9 F7 7F
17761 9448.500 1 Rx DT 02B0 - 5 48 FF 00 07 D6
17762 9448.800 1 Rx DT 0381 - 8 80 50 3F 00 00 B3 C3 01
17763 9451.100 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 09
17764 9451.300 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17765 9452.900 1 Rx DT 04F1 - 4 20 00 62 71
17766 9453.500 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17767 9453.800 1 Rx DT 0366 - 7 00 0A 0E 00 00 00 00
17768 9454.000 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17769 9454.300 1 Rx DT 0368 - 8 50 00 00 00 00 00 00 60
17770 9454.500 1 Rx DT 0436 - 4 00 00 00 00
17771 9455.100 1 Rx DT 0130 - 8 98 7F 5B 80 00 00 0E 42
17772 9455.300 1 Rx DT 0140 - 8 48 81 00 64 20 00 0D C1
17773 9455.500 1 Rx DT 0162 - 3 EC 61 0E
17774 9457.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 80 2E
17775 9457.900 1 Rx DT 0164 - 4 00 08 16 1E
17776 9458.100 1 Rx DT 0220 - 8 F7 03 80 60 02 CD 8F C1
17777 9458.400 1 Rx DT 0251 - 8 E1 03 67 9A 00 E9 E7 7F
17778 9458.500 1 Rx DT 02B0 - 5 49 FF 00 07 D7
17779 9461.100 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 18
17780 9461.300 1 Rx DT 0329 - 8 84 81 7E 8C 12 2A 00 10
17781 9463.200 1 Rx DT 058B - 8 11 00 04 00 00 00 00 00
17782 9463.700 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17783 9463.900 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17784 9464.200 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17785 9464.400 1 Rx DT 0368 - 8 A0 00 00 00 00 00 00 60
17786 9464.600 1 Rx DT 0453 - 5 00 80 80 00 00
17787 9464.900 1 Rx DT 0386 - 8 00 C0 00 C0 00 40 00 80
17788 9465.100 1 Rx DT 0130 - 8 A4 7F 5F 80 00 00 0F 87
17789 9465.400 1 Rx DT 0140 - 8 4F 81 00 65 20 00 0E F5
17790 9465.700 1 Rx DT 0470 - 8 00 00 00 00 00 00 00 04
17791 9465.800 1 Rx DT 0162 - 3 EC 61 0E
17792 9466.200 1 Rx DT 0387 - 8 02 14 00 00 00 24 0E 00
17793 9467.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF 90 3E
17794 9467.900 1 Rx DT 0164 - 4 00 08 18 10
17795 9468.100 1 Rx DT 0220 - 8 F7 03 80 60 02 CC 8F DE
17796 9468.300 1 Rx DT 0251 - 8 E2 03 68 AC 00 E9 F7 7F
17797 9468.600 1 Rx DT 02B0 - 5 49 FF 00 07 28
17798 9468.800 1 Rx DT 0381 - 8 80 48 3F 00 00 B4 BC 01
17799 9470.800 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17800 9472.000 1 Rx DT 0260 - 8 02 0B 05 30 00 80 55 27
17801 9472.900 1 Rx DT 04F1 - 4 20 00 62 81
17802 9473.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
17803 9473.800 1 Rx DT 0366 - 7 00 0C 0E 00 00 00 00
17804 9474.100 1 Rx DT 0367 - 8 00 00 00 00 70 00 00 00
17805 9474.400 1 Rx DT 0368 - 8 F0 00 00 00 00 00 00 60
17806 9475.100 1 Rx DT 0130 - 8 90 7F 78 80 00 00 00 49
17807 9475.400 1 Rx DT 0140 - 8 53 81 00 65 20 00 0F EA
17808 9475.500 1 Rx DT 0162 - 3 EC 61 0E
17809 9477.700 1 Rx DT 0153 - 8 20 80 10 FF 00 FF A0 4E
17810 9477.900 1 Rx DT 0164 - 4 00 08 1A 12
17811 9478.100 1 Rx DT 0220 - 8 F7 03 80 60 02 D2 8F E4
17812 9478.300 1 Rx DT 0251 - 8 E2 03 69 AD 00 E9 F7 7F
17813 9478.500 1 Rx DT 02B0 - 5 49 FF 00 07 39
17814 9481.200 1 Rx DT 0260 - 8 02 0B 05 30 00 80 53 38
17815 9481.500 1 Rx DT 0329 - 8 E3 81 7E 8C 12 2A 00 10
17816 9483.600 1 Rx DT 0356 - 7 00 00 00 00 1B 00 00
