Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
1746500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1756500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1766500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1776600,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1786500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1796500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1806500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1816500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1826500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1836500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1846500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1856500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1866400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1876500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1886600,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1896500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1906500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1916500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1926400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1936600,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1946400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1956500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
1966400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
1976500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
1986400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
1996500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2006400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2016500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2026400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2036400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2046400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2056500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2066400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2076500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2086400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2096500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2106400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2116500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2126400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2136600,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2146400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2156500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2166400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2176500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2186400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2196500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2206400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2216500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2226300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2236400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2246300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2256500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2266400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2276500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2286400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2296300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2306300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2316500,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2326300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2336300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2346300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2356300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2366300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2376300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2386300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2396400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2406300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2416300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2426300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2436300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2446300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2456300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2466300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2476300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2486300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2496400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2506300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2516300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2526300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2536400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2546300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2556400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2566200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2576300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2586300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2596400,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2606200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
2616300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,9B,
2626200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,AA,
2636300,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,B9,
2646200,0000013A,false,Rx,0,8,3F,00,31,00,00,00,00,8C,
